sample_collect_date,2022-09-21,2022-09-28,2022-10-05,2022-10-12,2022-10-19,2022-10-26,2022-11-02,2022-11-09,2022-11-16,2022-11-30,2022-12-07,2022-12-14,2022-12-28,2023-01-04,2023-01-11,2023-01-18,2023-01-25,2023-02-01,2023-02-08,2023-02-15,2023-02-22,2023-03-01,2023-03-08,2023-03-15,2023-03-22,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24,2023-05-31,2023-06-07,2023-06-14,2023-06-21,2023-06-28,2023-07-12,2023-07-19,2023-07-26,2023-08-02,2023-08-09,2023-08-16,2023-08-23,2023-08-30
2022-09-21,,,,,12.684236681293982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,,,,,12.725183216971434,12.753626310805357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,,,,,12.766129752648887,12.803450888683264,12.841171186650817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,,,,,12.80707628832634,12.853275466561172,12.906886758852318,12.910415438334772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,,,,,12.848022824003792,12.903100044439078,12.972602331053817,12.914863634776626,12.916115139046028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,,,,,,12.952924622316987,13.038317903255319,12.919311831218483,12.89404645251895,12.930806974743197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,,,,,,,13.10403347545682,12.923760027660338,12.871977765991872,12.97372006359075,12.86151519822583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,,,,,,,,12.928208224102194,12.849909079464796,13.016633152438303,12.959540231750752,12.651340069740307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,,,,,,,,,12.827840392937718,13.059546241285856,13.057565265275676,12.850026877648268,12.940705388547137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,,,,,,,,,,13.145372418980964,13.253615332325522,13.247400493464193,13.207505425523028,13.503259336780062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,,13.351640365850445,13.446087301372154,13.340905444010971,13.470245482859642,13.500168638102593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,,,,,,,,,,,,13.644774109280117,13.474305462498917,13.437231628939225,13.475797849478186,13.651817394047445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,,,,,,,,,,,,,13.741105499474807,13.371203921098386,13.427056272229372,13.433835030710982,13.464993984873349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,,,13.338190067177969,13.402685483604964,13.32484384904275,13.356659981413348,13.228420407432859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-11,,,,,,,,,,,,,,,13.378314694980558,13.215852667374518,13.248325977953346,13.203275746100864,13.338584760652706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,,,,,,,,,,,,,,,,13.106861485706286,13.139991974493345,13.17813108476887,13.22240174528468,13.224025582694596,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,,,,,,,,,,,13.031657971033344,13.152986423436877,13.106218729916652,13.031941922504412,13.307689519101567,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,,,,,,,,,,,,13.127841762104882,12.990035714548625,12.839858262314227,12.975717048830463,12.955865469537471,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,,,,,,,,,,,,,12.873852699180599,12.647774602124043,12.643744578559359,12.743984353286207,12.42018387374641,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,,,,,,,,,,,,,,12.455690941933858,12.311772108288254,12.532103237034942,12.407975980475717,12.104147998675229,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,,,,,,,,,,,,,,,,,,,,,11.97979963801715,12.320222120783678,12.395768087205022,12.215701368008148,12.18715729162951,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,,,,,,,12.108341004532413,12.38356019393433,12.327254737341068,12.301660717946152,12.763156319108248,,,,,,,,,,,,,,,,,,,,,
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,12.371352300663634,12.438808106673987,12.416164144262794,12.523872994633658,12.566105858765892,,,,,,,,,,,,,,,,,,,,
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,12.550361476006906,12.530667570579435,12.284589670159068,12.391666198700296,12.29265461461711,,,,,,,,,,,,,,,,,,,
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,12.645170996896077,12.045306345684478,12.217226538634701,12.239057351264488,12.046947508948678,,,,,,,,,,,,,,,,,,
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,11.806023021209887,12.042786878569105,12.185460087911867,12.112912113810227,11.719851016262503,,,,,,,,,,,,,,,,,
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,11.868347218503509,12.131862824559244,12.178876718671777,11.902408937109271,12.36702664035348,,,,,,,,,,,,,,,,
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.078265561206623,12.244841323533326,12.08496685795604,12.287958755902716,12.334580458882174,,,,,,,,,,,,,,,
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.310805928394876,12.267524778802809,12.20889087145195,12.286310389426713,12.175435411531257,,,,,,,,,,,,,,
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.450082699649577,12.129822987001187,12.238040319971251,12.223524559466265,12.157708291025811,,,,,,,,,,,,,
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.050755102550422,12.18977025051579,12.271613707401274,12.156914554856929,12.279306492118227,,,,,,,,,,,,
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.141500181060328,12.319702855336281,12.156120818688049,12.169808079953452,12.316784081285618,,,,,,,,,,,
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36779200327129,12.155327082519166,12.060309667788676,12.233219269923438,12.237392553627725,,,,,,,,,,
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.154533346350286,11.950811255623902,12.149654458561256,12.12907907570384,11.776314772033164,,,,,,,,,
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.841312843459127,12.066089647199076,12.020765597779956,11.873722416072688,11.82069292264278,,,,,,,,
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.982524835836896,11.912452119856072,11.971130060112213,11.945602809601883,12.052938909340629,,,,,,,
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.804138641932187,12.068537704151739,12.070512696560987,12.147460299770067,12.043018484934894,,,,,,
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.165945348191263,12.195422583520092,12.241981690199506,12.094261989552292,12.332049322057294,,,,,
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.320332470479196,12.336503080628944,12.14550549416969,12.320701373887951,12.249590383736717,,,,
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52554586148782,12.247992503404484,12.298005477549268,12.361233168871294,12.32525782371773,,,
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299236008021882,12.286657529379927,12.417054561438581,12.372239318501995,12.12410136708312,,
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.275309581210584,12.47287595400587,12.41922081328626,12.280277538835035,12.460906120697432,
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.528697346573159,12.466202308070528,12.43645371058695,12.545606453944574,12.630885885552653
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513183802854794,12.592629882338866,12.630306787191715,12.662660173992563
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74880605409078,12.715007120438855,12.694434462432472
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.799707453685997,12.726208750872383
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.757983039312293
