sample_collect_date,2022-09-25,2022-10-02,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2023-01-08,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-06-04,2023-06-11,2023-06-25,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27
2022-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,,,,,,,,,,,11.683068393175985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,,,,,,,,,,,11.712941440319332,11.654977229679993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27,,,,,,,,,,,11.74281448746268,11.713260737097146,11.719055965671323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,,,,,,11.772687534606025,11.771544244514299,11.772431360430499,11.794737636748286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,,,,,,11.802560581749372,11.829827751931454,11.825806755189676,11.8355553478664,11.827022872481923,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,,,,,,,11.888111259348607,11.879182149948852,11.876373058984514,11.87679589813677,11.86549777635085,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,,,,,,,,,,,,,12.03930833422638,11.998826192338859,12.02611497510131,12.032392312612084,12.010519594292274,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,,,,,,,,,,,,,,12.08046161457509,12.125661026411002,12.143655336786239,12.131530703341872,12.172642734946772,,,,,,,,,,,,,,,,,,,,,,,
2023-01-29,,,,,,,,,,,,,,,12.17543405206585,12.199286848873315,12.19203625786667,12.187093311059723,12.318653880570551,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,,,,,,,,,,,,,,,,12.254918360960394,12.252541812391469,12.201543887172672,12.261671372076323,12.356075083664608,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,,12.313047366916267,12.215994463285623,12.204688863582094,12.255707552476165,12.304216074185756,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,,,12.244895615511524,12.090723846593637,12.054972490099281,12.085579336346266,12.073692199165931,,,,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,,,,,,,12.033741338099409,11.954604958910839,11.976260967426521,11.984940744903488,11.924148154918509,,,,,,,,,,,,,,,,,,
2023-03-12,,,,,,,,,,,,,,,,,,,,11.854237427722397,11.866942598506776,11.896189290641043,11.855006225056778,11.848271539218857,,,,,,,,,,,,,,,,,
2023-03-19,,,,,,,,,,,,,,,,,,,,,11.75762422958703,11.8074378363786,11.785864295195047,11.777147712303087,11.798637504194666,,,,,,,,,,,,,,,,
2023-03-26,,,,,,,,,,,,,,,,,,,,,,11.718686382116156,11.716722365333316,11.706023885387319,11.7315614605142,11.68437980875493,,,,,,,,,,,,,,,
2023-04-02,,,,,,,,,,,,,,,,,,,,,,,11.647580435471586,11.63490005847155,11.664485416833733,11.660785475101289,11.55793168037133,,,,,,,,,,,,,,
2023-04-09,,,,,,,,,,,,,,,,,,,,,,,,11.563776231555781,11.597409373153267,11.637191141447648,11.589344533053275,11.580611849891502,,,,,,,,,,,,,
2023-04-16,,,,,,,,,,,,,,,,,,,,,,,,,11.5303333294728,11.613596807794007,11.62075738573522,11.597506549368644,11.65673869415709,,,,,,,,,,,,
2023-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,11.590002474140366,11.652170238417165,11.614401248845784,11.633517537959644,11.689306157397223,,,,,,,,,,,
2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,11.683583091099111,11.631295948322926,11.610296381762199,11.64391370574216,11.61476841166199,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.648190647800066,11.587075225564751,11.598521254087096,11.60228064732761,11.532400503850296,,,,,,,,,
2023-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.563854069367306,11.553128802432035,11.589792882993232,11.549171800465045,11.52581277102454,,,,,,,,
2023-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.507736350776971,11.577305118658852,11.565943097079794,11.54676494570288,11.56271819581608,,,,,,,
2023-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.552329589990093,11.59948569030929,11.588669295059557,11.588654056184753,11.629793606298911,,,,,,
2023-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61625698692404,11.609621469737895,11.60162198636909,11.623794433969723,11.65059645934259,,,,,
2023-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.651525819094575,11.627557846737762,11.611796089311344,11.616319464947747,11.632421636806141,,,,
2023-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.653493707106435,11.599797744652966,11.582042470552903,11.598676092424823,11.59946524608992,,,
2023-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.593798572323776,11.564903973355483,11.581803320234165,11.582182967928874,11.546778995965767,,
2023-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54776547615806,11.564930548043506,11.564900689767828,11.54788009889253,11.545890924801652,
2023-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.548057775852847,11.547618411606782,11.548981201819293,11.54458916872005,11.585608042780219
2023-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.530336133445736,11.550082304746057,11.543287412638449,11.558190980676526
2023-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55118340767282,11.541985656556847,11.530773918572836
2023-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.540683900475246,11.503356856469143
2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47593979436545
